,text,sentiment,pred
281,"@XYZ42ZYX @Hirnschluckauf @Karl_Lauterbach Daran scheitern aber die viele Impfgegner und Leugner. Dreisatz, Mathematik und Zahlen in Relation zueinander zu setzen ist dann doch für einige zu viel und passt nicht in ihre verschrobene Wahrnehmung.",1,1
282,@wettermaik @Alice_Weidel @Tino_Chrupalla Und inwiefern unterscheiden Sie sich 🤔  Zu etlichen anderen Vorfällen scheinen Sie sich ja nicht zu äußern.  Da muss wohl auch das passende Opfer sein 😏,1,2
283,"@jeangleur @Klang_Ruinen @jensspahn Jens Spahn muss zurücktreten. Ein bis über beide Ohren korrupter Gesundheitsminister, dem alle Bürger, Städte, Instanzen an den Lippen hängen, hat sich auf unser aller Kosten und Vertrauen die Taschen vollgemacht. Geht's noch armseliger und charakterschlecht? NEIN.",1,1
284,@CSU @Markus_Soeder @MarkusBlume Buntland und sein Dachschaden.. 🤡🤡🤡 #Omikron  https://t.co/JkqUiwaXUl,1,1
285,@RAWWERS @o2de @c_lindner chattet mit dir über den O2 Service? Wahlkampf next level würde ich behaupten 😁😜,2,2
286,"@Silence94175796 @Karl_Lauterbach @Krawallstein @AfD Dümmlicher und völlig überflüssiger tweet, ab ins Trollloch -&gt; 🕳",1,1
287,"@Alice_Weidel Alles Gute für Sie, Frau Weidel und weiterhin viel Mut, Kraft und Gelassenheit. 💐💐💐",0,0
288,"@SWagenknecht Reiche werden hier wieder als die Widersacher aller guten Dinge dargestellt! Fehlanzeige! Sprecht mal mit solchen Menschen, die tun mehr als eine Regierung!",1,1
289,@wirliebenfair @PreislerKa @c_lindner @FrankHeinrich @DoroBaer @ABaerbock Danke 🙏🏽❤🌹!,0,0
290,"@fdp Auch vlt. Mal zu regieren, wenn überhaupt jemand Lindner und Kumpane will....",2,1
291,@Karl_Lauterbach Endloses Spiel 😂😂😂,2,1
292,@LisaLies12 @StBrandner Geh impfen 😘,2,2
293,@BarnayBenjamin @oida_grantler @Karl_Lauterbach Was steht eigentlich in den Pfizer Verträgen oder in den Verträgen mit der EU? Weshalb ist 90% geschwärzt?,2,2
294,@RAinDiercks @KLeikert @ArminLaschet Ein paar wenige claquere bei der Lobbypolitikerin und die zehnfache Anzahl Likes bei ihrem Post sprechen eine klare Sprache. #niemehrcdu,2,1
295,@Claudia77383293 @Glonntaler @Michael_Jahn_GB @50lilli @AndreasBovensc1 @CDU @HGMaassen @_FriedrichMerz Ich habe in diesem Wahlkampf ausschließlich Diffamierungen aus der @CDU und @CSU gehört. Sie machen es auch.  Auf keine meinen Fragen habe ich eine Antwort von Ihnen erhalten. Dafür jede Menge Formulierungen zur behaupteten Unfähigkeit von @ABaerbock.,1,1
296,@cem_oezdemir Herr Scholz sieht schon zu müde für Innovation und Umschwung aus. Das wird nichts mit dem! Junge Kräfte braucht das Land/der Planet!,1,1
297,"@PaulZiemiak Euer ""Plan"" ist Mord, der Rest ist Geschwätz.",1,1
298,"@StephanHegger @fdpbt @c_lindner Wenn's eh bald nur noch E-AUTOS gibt, wozu dann ein Tempolimit??",2,2
299,@EdwinPalesch @herr_mey @CDU Im gesamten Parlament ist keine Partei wählbar!,1,2
300,@dherzhau @bug_twitt @mgowan18 @Jan73090646 @Karl_Lauterbach Es ist auch bekannt  dass manche ein Problem mit gesunder Ernährung haben 🥸,1,1
301,@Karl_Lauterbach Sterben wie im März? 11% Untersterblichkeit nach statistischen Bundesamt. Warum nicht mal ohne Angstmacherei dieses unbestritten großes Problem angehen. Die Schweizer unaufgeregte Herangehensweise vielleicht mal als Beispiel. Das Grundproblem ist das Politik Versagen bei Impfung.,1,1
302,"@Flying__Doc @saschalobo @rbrinkhaus Und es wird noch mehr Energie aufgewendet, um das (bewusste) Versagen zu verharmlosen. Wer bei 70.000 + x Toten (und den dahinter stehenden Gesichtern) wagt, zu behaupten, wir kämen gut durch die Pandemie, hat keine Moral im Leib.",1,1
303,"@CDU @FDP @beml  Bitte nochmal überlegen, ob ihr auf dem richtigen Weg seid.  ... und bitte endlich die Nitratgrenzwerte einhalten @JuliaKloeckner",2,2
304,@ProSieben @louisklamroth @ABaerbock @OlafScholz Gendern ? Und tschüss,2,2
305,@OlafScholz „Das Gesetz bin ich“. 🙈 Geht‘s noch! Da dreht wohl gerade einer frei! Und so etwas will Kanzler werden. #Unwählbar Wie war das damals nochmal: „Dafür habe ich gesorgt“. 🤷‍♂️ @berlindirekt @wiwo @spdde @BMF_Bund @spdbt  https://t.co/0d1nZg2W9D,1,1
306,"@CDU @ArminLaschet @CSU Welcher Pan soll das denn sein, weiter so? Es wäre gut gewesen, wenn ihr uns diese Pläne auch verraten hättet.",1,0
307,@Bilbo2810 @FfainesMuir @KonstantinKuhle @vmedick @ArminLaschet Richtig.,0,2
308,@CNinaHu1 @KinderdocNina @HBraun @Markus_Soeder @ArminLaschet @GrueneFraktionB @spdbt @BildungSicher @jensspahn Ich will das auch nicht wahr haben. Es macht fassungslos.,1,1
309,@KarinCo22443218 @Beatrix_vStorch Und jetzt sind Sie geistig erschöpft?,1,1
310,"@PaulZiemiak @CDU 2/x »Wenn die Bürger die Wahl hätten zwischen der parlamentarischen Demokratie, bei der die gewählten Abgeordneten Entscheidungen treffen und Gesetze beschließen und direkter Demokratie, bei der die Bürger in Sachfragen durch Volksabstimmungen entscheiden könnten, würden sich nur",2,2
311,@AuswaertigesAmt @HeikoMaas @AnnLinde @AranchaGlezLaya Wenn nicht stampft der Heiko mal mit dem Fuß auf... Ihr werdet schon sehen!,2,2
312,"@zauberstab1 @dealy9_ @Alice_Weidel Da sieht man, das Sie nur das nachplappern was Ihnen von den Mainstreammedien vorgesetzt wird. Trump war besser vorbereitet als Biden. Dieser hatte überhaupt keinen Plan und hat den von Trump übernommen.  Im übrigen die meisten US Bundesstaaten haben gar keine Einschränkungen m.",1,1
313,@NurderK @zur_borg @_AWatchfulEye_ @cem_oezdemir Dankeschön 😍 ❤,0,0
314,"@Kolibri32522549 @torner_tv @Karl_Lauterbach Ja, das kann man beurteilen. Schauen Sie sich seine Behauptungen an: „Durchschnittsalter auf Intensivstationen 47-48 Jahre, wovon die Hälfte stirbt“ oder „7% der Kinder entwickeln Long-COVID“. Welche Aussagen von diesem „Experten“ sind denn jemals eingetreten?",1,1
315,"@_FriedrichMerz Kann man auch einen bedingten Mitgliedsantrag stellen?  Falls Merz gewählt wird endet automatisch die Mitgliedschaft, da dann das Versprechen der Mitgliedschaft den Vorsitzenden zu wählen abgewählt wurde?   Demokratieverständnis der CDU 2021   https://t.co/IKKrfCWIS4",2,2
316,"@marvin_wank @ilyxki @c_lindner Stark. Kann man den so programmieren, dass er durch die Stadt marschiert und ""Steuern sind Raub"" ruft? Ansonsten ist er bestimmt auch ein toller Hutständer.  🤔",0,2
317,"@PaulZiemiak Perfide geht wohl immer was @PaulZiemiak ??? WER regiert immer noch und hat die letzten 13 Jahre regiert??? Na? Merkst selbst oder? Schluss jetzt mit diesen Hohldebatten, handeln JETZT #SchwereSchuld #Corona",1,1
318,.@katjakipping: Mehr als jedem sechsten Haushalt in #HartzIV wird nur ein Teil der tatsächlichen #Wohnkosten durch das #Jobcenter erstattet. Besonders hart trifft es #Familien mit Kindern und #Alleinerziehende: Hier fehlen jeden Monat 101€ bzw. 96€.   https://t.co/dVSodbl53D,1,1
319,"Sind @Die_Gruenen jetzt Partei des Großkapitals?! Die #Gruenen muss man sich leisten können. Übrigens, wer #R2G bei #BTWahl2021 wählt, schaut nach #Berlin. Selbst @FranziskaGiffey @spdberlin hat erkannt, dass es so nicht geht. #btw21 #btw2021 @CDU @fdp   https://t.co/FK4m1H2pA1",1,1
320,@step_marc @hand_aufs_hirn @spdde @EskenSaskia Tja dann informier Dich mal über die INSM. Noch näher an CDU geht ohne CDU im Namen zu haben gar nicht.,2,2
321,@AfD Ich glaub es ist wieder Zeit dies rückgängig zu machen,2,1
322,"@MortenFaust @vt27kolt11 @schwarzblond @GoeringEckardt @GrueneBundestag @Die_Gruenen Und ja, das hätte einen Effekt — so wie auch Schulschließungen einen nachweisbaren Effekt haben.",2,2
323,@Karl_Lauterbach @FridayForFuture Wollen Sie also doch keine Ampel?Natürlich kann man für Klimaschutz eintreten wollen und trotzdem FDP wählen,2,2
324,"@Karl_Lauterbach Im Klimageschehen sind Sie noch weniger kompetent, als im Gesundheitswesen. Deshalb ist still sein angesagt.",1,1
325,@Lexlo8 @EinFragender @Karl_Lauterbach Ist mir furtz-egal.,1,1
326,@JoanaCotar @WRaiber Eine Stimme für CDU ist eine gegen RRG.,2,1
327,@demokratienetz Einfach unfassbar von diesem @Die_Gruenen Altkommunisten. Unfassbar was sich diese Moral @GrueneBundestag in diesem Land an persönlichen Beleidigungen herausnehmen. @ABaerbockArchiv,1,1
328,@SusanneHennig @fdp Wie neoliberal von Ihnen.,2,1
329,"@JeAhr711 @Karl_Lauterbach Siehe auch hier: Timo Ulrichs zu neuer Variante. ""Mutationen können das Virus fitter machen"".   https://t.co/fcuJaSiWUV",2,2
330,"@MBiadaczMdB @cducsubt @ArminLaschet @Markus_Soeder @rbrinkhaus @CSU @CDU Für viele Arbeitnehmer ist eine Anti KorruptionsSchulungen selbstverständlich, warum nicht bei den Abgeordneten in allen Parlamenten.",2,2
331,"Lena H: Klimaneutraler Kontinent bis 2050? Dafür fehlt noch eine ganze Menge! @OlafScholz @ABaerbock @c_lindner, sorgen Sie für eine ambitionierte Klimaschutzpolitik in der EU, das sind Sie Europa schuldig! #NichtVerhandelbar",1,1
332,@Karl_Lauterbach Sie haben die Wasserstofftechnologie vergessen. Ohne können Sie Solar und Wind vergessen,1,1
333,@MAStrackZi @FabioDeMasi @RadtkeMdEP @KonstantinNotz @hubertus_heil War ja nicht ganz zufällig die Auswahl und dito😉,2,2
334,"@BendlerBlogger @ABaerbock @Die_Gruenen Erster Absatz hiervon fängt es bereits an, ein Thread:   https://t.co/bto3n4CIPp",2,2
335,@S_Reischmann @realArminPeter @Die_Gruenen Und den hier gleich mit melden,2,2
336,@pm800325 @loveisnottger @tagesschau @rki_de @BMI_Bund @BMISprecher @Tagesspiegel @merkur_de @BILD @welt @ntvde @SZ @derspiegel Hören Sie uns zu : @BMISprecher  @BMI_Bund  @CDU  @cducsubt  @CSU  #GroKo @BMG_Bund  @jensspahn  @AuswaertigesAmt  @HeikoMaas  @RegSprecher  @MdbWendt  #Seehofer @spdbt  -&gt; #LoveIsNotTourism!   Help us: @EU_Commission,2,2
337,@sabi_ri @Hosenmaus1 @BlakesWort @fdp @c_lindner Wieso schubbler ? Ich mein das so. Es gib so viele gefährliche Krankheiten. Warum konzentrieren wir uns nur auf eine???,2,1
338,"@CoviTony @MarcoBuschmann @fdpbt @johannesvogel @Alice_Weidel Ja, ihre Rede ist wirklich nur zum Lachen. Was die afd zu coronary und zu dem Klimawandel sagt, ist nxiht zum lachen sondern beängstigend. FDP hat ihre Meinung geändert, ja, wie jeder, da der Virus und die Pandemie neu ist und man eben mal auch aus seinem Horizont schauen muss",1,1
339,"@MoniEisfeld @Karl_Lauterbach 90.000 Todesfälle bis jetzt hierzulande und 3,98 Mio. weltweit.  Aber der Monika, der reicht das nicht. Die möchte ein richtiges Massensterben. So wie im Krieg. Mädel, do your research.  Die Delta-Variante ist deswegen so gefährlich, weil z.B. bei einmal /2",1,1
340,@twatschi @Apfeldieb @Beatrix_vStorch Logik. Nicht jedermanns Sache!,2,1
341,"@shadowdroid @AndreasBeder @CDU @Die_Gruenen @dieLinke Es geht darum, dass diese drei sich seit Jahren weigern, genau hinzuschauen, wer in unser Land kommt, ob derjenige eine Bereicherung oder eine Gefahr für unsere Bürger ist, und wer so schnell wie möglich wieder gehen muss und dann auch konsequent abgeschoben wird.",1,1
342,@KaiMeinecke @Karl_Lauterbach @c_drosten Jupp sieht übel aus bei den neuen  Hospitalisierungen im UK *Ironie Off*  https://t.co/f9aM7bEiFf,1,1
343,"@fdpbt @fdp Schön und gut, aber welche andere Bewertungsmethode?",0,2
344,"@SeiMa_Nichso @Karl_Lauterbach Schon mal nach Frankreich geschaut? Die fangen mit Triage an. Aber Hauptsache ich, ich, ich.",1,2
345,@Markus_Soeder In Bayern gilt wegen Söder wieder der Katastrophenfall.,2,2
346,@BerndPfeiffer3 @CDU @CDA_Bund @RadtkeMdEP Die #CDA war und ist eine Partei in der Partei und hat so maßgeblich zur Sozialdemokratisierung der #CDU beigetragen.,2,2
347,"@DieterSteffmann @StBrandner Lucky @StBrandner : ""Der Mann der vor Gericht schneller verliert als sein Schatten""",1,1
348,"@CDU Man kann von ""Olaf"" und der SPD halten was man will, aber so einen trumpistischen Wahlwerbespot auf Sendung mit der Maus Niveau sagt schon viel darüber aus, wie man Wähler einschätzt.    Hat die CDU nur noch Diskreditierung als Strategie oder kommt noch was Inhaltliches?",1,1
349,Weiss @_FriedrichMerz eigentlich selbst sein Alter?,2,2
350,@tcomster @mariahcurry_m @AnneWillTalk @jensspahn @annewill #Corona #WellenPolitik wie #Omicron &amp; #Delta #Verbreitung über #Flugrouten bewiesen hat sind #Geimpfte eine Gefahr #geimpft #Flugreisende #Fledermäuse verbreiten das Virus #Geimpfte müssen in #Quarantäne gestellt und  isoliert werden #LockdownfürGeimpfte  https://t.co/vWVvZ4njui,1,1
351,@kjh_mov @glosebo @Karl_Lauterbach Du kannst dich nicht auf Fakten berufen und dann so einen Schwachsinn erzählen.,1,1
352,"@rmuc4 @RoemeltA @Joachim_Kuhs @UweJunge @fdp @SPDEuropa @Die_Gruenen @dieLinke @AfD 😂.. Sie sind voller Vorurteile in Ihrer engen kleinen Welt. Gegen Abtreibung, ist gegen Abtreibung... Oder hat das Kind dann weniger Rechte und wie soll Frau das beweisen. Damit bricht einfach nur Ihr mittelalterliches Denken zusammen. Hab übrigens Abitur und studiert 😅",1,1
353,"@Alice_Weidel So ekelhaft Frau Weidel, so abgrundtief ekelhaft, wie sie mal wieder auf EIN Thema springen um Stimmung zu machen. Sie wissen genau, dass ihre Zielgruppe wenig gebildet ist und solche Hetze nur zu gern real auf die Straße trägt. Dafür sind sie zu verachten.",1,1
354,@GirkeHanjo @BerlinReporter @MIT_bund @christophploss @CDU Da hatte der gute mal einen standhaften moment👍👍,0,0
355,@KathaSchulze Bitte unterstützen Sie uns!  Dieser Lockdown soll der Letzte sein! Und so effektiv und kurz wie möglich - schnell zu niedriger Inzidenz - um sie dann mit #NoCovid und #BildungAberSicher auf niedrigem Level zu halten.  https://t.co/TfObq27PK8,2,2
356,@Ralf35365001 @MalteKaufmann Unmittelbar wirkt sich Dummheit auf die moralische Ausstattung der Person aus. Mangels Sachkenntnis kann der Narr immerfort Tatsachen verdrehen und das zeichnet dich/euch aus.,1,1
357,@OxKing @Die_Gruenen @Team_Stollberg @ABaerbock Die Blutspur und wer dafür verantwortlich ist dürfte in dem Diagramm sehr deutlich zu erkennen sein.,1,2
358,@HaagMariss @larsklingbeil Gebe Toaster.,2,2
359,@fdpbt Warum hat er Kubicki nicht abgestimmt?,2,2
360,@JGErzgebirge @KerstinLieder3 @RAinDiercks @FloTour @Karl_Lauterbach das ist was dran. und gibt auch regierungen wo grün maßgebend ist und die schulen auf biegen und brechen offen gehalten werden.,1,1
361,@fdpbt @jensspahn @andreasscheuer Oder illegale Spenden annehmen,2,1
362,"@AnnieMuc @OlafScholz @spdde @Riad_F_Sabbagh Ja stimmt, außer sich an Wirecard oder Cum Ex zu erinnern und Reue für ein Toten Menschen zu zeigen, der auf seine Kappe geht. Genauso verpennt die SPD den Umweltschutz noch mehr als die CDU. Der Typ gehört ins Gefängnis oder zumindest entlassen.",1,1
363,"@hubertus_heil @OlafScholz @spdde Wer Kühnert, Esken und NoWamBo sieht, lässt es tunlichst sein.",1,1
364,"@JohannWaldmann @Rant_ifa @MatthiasMeisner @tagesschau @tagesthemen @ZDFheute @ArminLaschet @CDU Wenn sie so argumentieren, also ohne Argumente und nur mit Vorverurteilung, drehen wir uns im Kreis. Dieser Herr Maaßen möchte gezielt ÖRR bekämpfen, da er diesen nicht beeinflussen kann. Glauben sie allen Ernstes daran, dass diese Mitarbeiter dort alle schlechte Menschen sind?",1,1
365,"@HumptyD38135577 @Karl_Lauterbach 1) Die Mutationen sind ja nicht zwangsläufig gefährlich. Auch jetzt schützt die doppelte mRNA-Impfung, die ja urspünglich gegen den Wildtyp entwicklet wurde, noch sehr gut gegen #Delta. Aber die Immunantwort bei Älteren und Immunsupprimierten ist nunmal schlechter und bedarf",2,2
366,@FViehler @Karl_Lauterbach ...Wenn sich keiner mehr testen lässt ist der Spuk vorbei :-),2,2
367,"Wenn in Deutschland ein Kanzlerkandidat der @CDU einer z.T. gesichert faschistischen Partei zustimmt und behauptet ""die Wissenschaft führe etwas im Schilde"", erinnert das mehr an Trump und Bolsonaro. Demokratischer Anstand und echte Ideen Fehlanzeige! @ArminLaschet #LaschetLasset  https://t.co/h9Wfze6t9I",1,1
368,@daniel_bouhs @textundblog @ArminLaschet @CDU Oh ja bitte und er soll @ArminLaschet direkt mitnehmen.,2,2
369,"Bundesjustizministerin Christine Lambrecht fordert, das #Gesetz gegen #Hass und #Hetze im Netz endlich zu verabschieden.  https://t.co/HO3jIc7MYu  @BMJV_Bund @Karl_Lauterbach #bestandsdatenauskunft",2,2
370,"„In jeder Familie gibt es jemanden, der geimpft worden ist“ Ähhhh NEIN!!! Hey @jensspahn ich kenne 3 (!!!) Leite, die geimpft sind! Und davon ist keiner aus meiner Familie!!! #Corona #Impfstoff",2,1
371,"@liberalnico @LibertyLucas26 @Karl_Lauterbach Der Durchschnitt ist tatsächlich jünger geworden.  Ob das daran liegt dass vorher 10 Ü80 und 1 ü20 im KH war und jetzt ein Ü70 und ein Ü20, weil die Ü80 alle genesen oder geimpft sind, wer weiß. Wir in D wissen's auf jeden F. nicht, weil das fällt unter den Datenschutz 😎",2,2
372,@Karl_Lauterbach Welche Auswirkungen hat bereits die Erstimpfung (der verschiedenen Impfstoffe) auf die Wahrscheinlichkeit nach einer Infektion Longcovid noch zu entwickeln? Gibt es dazu Studien? Vom RKI/der Stiko hört man viel zu wenig zu Longcovid. (Wurde heute mit AZ erstgeimpft),2,1
373,"@Alice_Weidel @Hope14658875 @PetrBystronAfD @DrRobbySchlund Ja sicher. Holt uns die Russen wieder mit ins Boot. Ohne die Russen ist auf Dauer kein Weltfrieden möglich. Wenn es die Altpolitik schon nicht schafft, dann macht ihr es.",2,2
374,@Ruebenhorst @MenschgbMensch @CDU ist das Euer Ernst? Offensichtlich MINDERJÄHRIGE und #agedbyconflict - Schutzsuchendly*s in die Öffentlichkeit zu drängen?  Schande über Deutschland,1,1
